,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,-0.23809523809523814,0.7199999999999998,-0.787878787878788,-0.4285714285714288,-0.15000000000000022,-0.21428571428571427,-0.1,0.46979865771812146,1.0526315789473673,-0.33333333333333315,-0.49999999999999944,5
1,-0.04761904761904788,1.44,-0.787878787878788,0.5714285714285712,0.9500000000000006,0.7857142857142857,0.725,0.022371364653241514,-0.5789473684210521,0.33333333333333376,-0.24999999999999917,5
2,-0.04761904761904788,0.96,-0.6666666666666667,0.14285714285714232,0.6500000000000002,0.07142857142857142,0.4,0.11185682326620756,-0.2631578947368436,0.16666666666666688,-0.24999999999999917,5
3,1.5714285714285712,-0.96,0.9090909090909093,-0.4285714285714288,-0.2000000000000003,0.21428571428571427,0.55,0.5592841163310875,-0.7894736842105261,-0.2222222222222225,-0.24999999999999917,6
4,-0.23809523809523814,0.7199999999999998,-0.787878787878788,-0.4285714285714288,-0.15000000000000022,-0.21428571428571427,-0.1,0.46979865771812146,1.0526315789473673,-0.33333333333333315,-0.49999999999999944,5
5,-0.23809523809523814,0.56,-0.787878787878788,-0.5714285714285715,-0.2000000000000003,-0.07142857142857142,0.05,0.46979865771812146,1.0526315789473673,-0.33333333333333315,-0.49999999999999944,5
6,0.0,0.31999999999999984,-0.6060606060606062,-0.8571428571428571,-0.5,0.07142857142857142,0.525,-0.15659955257274027,-0.05263157894736965,-0.8888888888888891,-0.49999999999999944,5
7,-0.28571428571428603,0.52,-0.787878787878788,-1.4285714285714286,-0.7000000000000003,0.07142857142857142,-0.425,-0.9619686800894844,0.42105263157894784,-0.8333333333333337,-0.12499999999999958,7
8,-0.04761904761904788,0.23999999999999977,-0.7272727272727274,-0.2857142857142859,-0.30000000000000043,-0.35714285714285715,-0.5,0.022371364653241514,0.26315789473684126,-0.2777777777777781,-0.43749999999999967,7
9,-0.1904761904761907,-0.08000000000000007,0.303030303030303,5.571428571428569,-0.4000000000000006,0.21428571428571427,1.6,0.46979865771812146,0.21052631578947392,1.0000000000000007,0.1875000000000005,5
10,-0.5714285714285716,0.23999999999999977,-0.5454545454545455,-0.5714285714285715,0.9000000000000006,0.07142857142857142,0.675,-0.38031319910515543,-0.15789473684210661,-0.44444444444444436,-0.6250000000000001,5
11,-0.1904761904761907,-0.08000000000000007,0.303030303030303,5.571428571428569,-0.4000000000000006,0.21428571428571427,1.6,0.46979865771812146,0.21052631578947392,1.0000000000000007,0.1875000000000005,5
12,-1.0952380952380958,0.3799999999999999,-0.787878787878788,-0.8571428571428571,0.5000000000000007,0.14285714285714285,0.525,-1.0961968680089833,1.4210526315789478,-0.5555555555555556,-0.18749999999999936,5
13,-0.04761904761904788,0.3599999999999999,0.09090909090909083,-0.8571428571428571,1.750000000000001,-0.35714285714285715,-0.225,0.29082774049213966,-0.2631578947368436,5.222222222222224,-0.6874999999999999,5
14,0.4761904761904763,0.3999999999999999,-0.24242424242424251,2.2857142857142847,4.850000000000003,2.7142857142857144,2.675,0.8277404921700354,-0.7894736842105261,1.444444444444445,-0.6250000000000001,5
15,0.4761904761904763,0.3999999999999999,-0.21212121212121215,2.4285714285714275,4.5500000000000025,2.642857142857143,2.75,0.8277404921700354,-0.7368421052631587,1.7222222222222232,-0.6250000000000001,5
16,0.2857142857142856,-0.96,0.9090909090909093,-0.5714285714285715,0.6500000000000002,1.5,1.625,0.06711409395972454,-0.05263157894736965,0.7222222222222225,0.1875000000000005,7
17,0.09523809523809491,0.16000000000000014,0.06060606060606067,-0.7142857142857144,14.450000000000006,0.14285714285714285,0.45,0.022371364653241514,-1.0526315789473697,3.6666666666666683,-0.5624999999999992,5
18,-0.23809523809523814,0.2799999999999998,-0.5454545454545455,3.1428571428571423,0.3499999999999998,-0.5714285714285714,-0.225,0.29082774049213966,0.3684210526315782,-0.6666666666666669,-0.7499999999999997,4
19,0.0,-0.8,0.7575757575757577,-0.5714285714285715,13.100000000000007,0.21428571428571427,0.45,0.06711409395972454,-1.4210526315789478,2.5555555555555567,-0.6250000000000001,6
20,0.4761904761904763,-1.2000000000000002,0.6666666666666666,-0.5714285714285715,-0.10000000000000014,1.0714285714285714,0.55,0.022371364653241514,0.42105263157894784,-0.5,-0.49999999999999944,6
21,-0.1428571428571432,-0.52,0.1515151515151515,0.14285714285714232,0.14999999999999952,0.6428571428571429,0.825,0.6487695749440536,1.105263157894737,0.16666666666666688,-0.31250000000000006,5
